date,bond_var_hat,bond_equity_cov_hat,equity_var_hat,bond_forex_cov_hat,equity_forex_cov_hat,forex_var_hat,bond_gold_cov_hat,equity_gold_cov_hat,forex_gold_cov_hat,gold_var_hat,year,month,quarter,year_quarter
2014-12-31,3.3777642419651014e-10,7.035410340115261e-09,3.8027154308020944e-05,-1.674596056961682e-09,2.7914687964250653e-07,1.7385433828385298e-05,-9.942392940774886e-09,-2.5319157297954826e-06,-1.0374445174114822e-05,0.00010457011789512893,2014,12,Q4,2014Q4
2015-03-31,3.834315828987601e-10,8.67070560212532e-09,6.542317590353234e-05,-7.039118452951284e-10,1.1141520023834328e-06,4.2937125041799064e-05,3.1054644577659036e-09,-4.812841276801894e-06,-1.341691306033781e-05,7.545350084628315e-05,2015,3,Q1,2015Q1
2015-06-30,9.612413835446797e-11,1.9709407783450755e-08,0.00010590324272091778,1.6563246143423518e-09,6.023875072779835e-06,3.641271582238735e-05,-2.848923471087099e-10,-7.066604480581763e-06,-1.3843517859455189e-05,6.658231880987242e-05,2015,6,Q2,2015Q2
2015-09-30,9.578038711074908e-10,-5.10408233418995e-10,0.0001290210735926164,-9.017204708637251e-09,6.703733431624588e-06,2.7436663995306044e-05,2.3546406263294572e-08,1.4560704363737108e-06,-1.2448314284662492e-05,8.615538109364962e-05,2015,9,Q3,2015Q3
2015-12-31,1.7869368689536843e-09,-1.9923617804983056e-08,7.335595158481482e-05,-5.404022460306857e-09,7.635094943394034e-06,3.604539603006923e-05,-2.4521339398646882e-09,-4.7593342209348156e-06,-1.5912805304944897e-05,7.60764066006191e-05,2015,12,Q4,2015Q4
2016-03-31,2.8156175412449317e-09,2.2637851010834858e-08,3.959373343094494e-05,-6.127821376085407e-08,2.059908205440921e-06,2.9692588390315457e-05,7.565219210495128e-08,-2.8557295163978166e-06,-2.3604459340925698e-05,0.0001553180783331371,2016,3,Q1,2016Q1
2016-06-30,1.11462017013011e-09,-1.1039484470879503e-07,0.00028796967589553573,9.26070342200424e-09,-2.1763267589536004e-05,4.081951299339797e-05,6.7055509253915e-08,-5.9921231734036844e-05,-6.251000200202472e-08,0.00013951299803829342,2016,6,Q2,2016Q2
2016-09-30,3.116171602963924e-09,-2.7483759374524272e-08,7.063942313309536e-05,-3.1373895948253454e-08,3.373439470545904e-06,2.4770184688223795e-05,5.997445154858956e-08,-7.149908882082784e-06,-1.3301832330386873e-05,7.448692209602117e-05,2016,9,Q3,2016Q3
2016-12-31,2.5177349460116338e-09,3.603909959802769e-09,4.2669404122941824e-05,-2.76612889884133e-08,3.119848206458216e-06,2.2059952230403517e-05,7.820214140343174e-08,-7.1510966681792426e-06,-1.4363167027266498e-05,8.420127601595228e-05,2016,12,Q4,2016Q4
2017-03-31,1.3224564193557741e-09,-8.210020752343022e-09,3.281410563317224e-05,-2.2201620359991743e-08,3.524914063407284e-06,1.865487293641971e-05,4.6536168264397173e-08,-7.566236539786343e-06,-1.3802981612024667e-05,7.973499573425496e-05,2017,3,Q1,2017Q1
2017-06-30,1.456621346790074e-09,-7.101455427099648e-09,5.2697766777333455e-05,-1.6040609127519105e-08,5.441601691360108e-06,1.5858176102901514e-05,4.3255937006368043e-08,-7.531477996194441e-06,-9.432812100356028e-06,6.294127470086196e-05,2017,6,Q2,2017Q2
2017-09-30,1.0105379219034031e-09,-5.8399605705530604e-09,1.9706214064232087e-05,-2.0759296061690878e-08,1.4447904208250083e-06,1.4457429530312506e-05,2.1310333013416344e-08,-5.892088289214546e-06,-8.133360158138713e-06,4.732060720964191e-05,2017,9,Q3,2017Q3
2017-12-31,4.3465509143824e-09,-4.7347622862461e-09,1.5074807289585036e-05,-3.637991136251669e-08,1.360498472876674e-06,1.2581587843211771e-05,3.691878535022315e-08,-4.8851455228262245e-06,-5.754132714174574e-06,2.738859393660613e-05,2017,12,Q4,2017Q4
2018-03-31,2.731610274573008e-09,-6.216605405146298e-08,0.00016445283235436855,-2.096042429865171e-08,-2.2623317375203164e-07,1.4863336799507039e-05,1.4081003530520114e-08,-1.1575103437687762e-05,-8.367642105380607e-06,3.0526433844186466e-05,2018,3,Q1,2018Q1
2018-06-30,1.5743449873486056e-09,-3.946248100325412e-08,3.61964021195068e-05,-1.1185385133770415e-08,-7.244118658116682e-07,1.299524436675806e-05,-4.133072404361736e-09,3.4633313435721237e-07,-5.207814041081071e-06,2.8123451691241713e-05,2018,6,Q2,2018Q2
2018-09-30,1.453604621463672e-09,-1.9020289732390866e-08,1.8584847694074996e-05,-6.954568822458749e-09,-4.7560309008174507e-07,1.3082434726165969e-05,-1.7323093955460373e-08,6.694285404781978e-07,-7.904557258731263e-06,2.8550705725047783e-05,2018,9,Q3,2018Q3
2018-12-31,1.9302802243536913e-09,2.704973071492352e-08,0.0004139823278898233,-9.814506574490027e-09,1.2216365748499402e-06,1.3216125385345361e-05,3.3485689598296865e-09,-6.901814885005643e-06,-7.626153915827992e-06,2.986340458693185e-05,2018,12,Q4,2018Q4
2019-03-31,1.7682455391825445e-09,-2.0772885176771193e-09,5.2269353768777365e-05,-5.281702979826535e-09,-6.000278599334223e-07,1.1848906702262995e-05,-5.296324090370611e-09,-1.5990819690398601e-07,-6.666283947142597e-06,2.8668746806735397e-05,2019,3,Q1,2019Q1
2019-06-30,1.961128354554297e-09,-1.2577788703744573e-08,3.523533798759208e-05,-1.3651060130749488e-08,-8.448482036724988e-07,9.20316771196927e-06,2.7115385891640712e-08,-6.7748699288294e-07,-6.541924867969226e-06,3.487814527766213e-05,2019,6,Q2,2019Q2
2019-09-30,2.380394592167826e-09,-3.4803457440984524e-08,4.277905602654688e-05,-1.2695092804661072e-08,-2.1139390184850406e-07,8.852891892452302e-06,2.0571238538864063e-08,-2.2784374116781173e-07,-9.0278440564478e-06,6.681600058598037e-05,2019,9,Q3,2019Q3
2019-12-31,9.867145601826597e-10,-2.2823981834882624e-08,3.185025559666944e-05,-1.1094921445554351e-08,4.1340302770748147e-07,6.44267190702082e-06,2.9078313496362228e-08,-2.0082836757908167e-06,-6.230260790349812e-06,4.2280211453873686e-05,2019,12,Q4,2019Q4
2020-03-31,1.5047712148750577e-08,-8.418430534913992e-07,0.0020136789222465292,-1.6947080873203627e-07,6.269411818283824e-05,8.402901684076742e-05,2.3098477227736122e-07,2.457367558573572e-05,-4.816352681509108e-05,0.0004618152886987899,2020,3,Q1,2020Q1
